indx	film	id	screens	runtime	genre	sequel_remake	production_banner	actors	directors	producers	music	lyrics	screenplay	dialogue	story
355	Hanuman	1647	100	89	Other	0	Percept Picture Company	none	V.G. Samant	none	Tapas Relia	Satish Mutatkar	none	none	Milind Ukey|Sulekha Bajpai|Shantanu Rode
356	Race 3	3785	4300	159	Thriller	1	Salman Khan Films|Tips Industries Pvt. Ltd.	Anil Kapoor|Salman Khan|Jacqueline Fernandez|Bobby Deol	Remo D'Souza	Ramesh S. Taurani|Salma Khan	Vishal Mishra|Gurinder Seagal|Ali Jacko|Meet Bros	none	none	none	none
357	Mission Kashmir	713	400	151	Action	0	Vidhu Vinod Chopra Productions	Sanjay Dutt|Hrithik Roshan|Preity Zinta|Jackie Shroff	Vidhu Vinod Chopra	Vidhu Vinod Chopra	Shankar-Ehsaan-Loy	Sameer|Rahat Indori	Suketu Mehta|Abhijat Joshi	none	none
358	Koyla	2690	275	162	Action	0	Filmkraft Pvt. Ltd.	Shahrukh Khan|Madhuri Dixit|Amrish Puri|Ranjeet	Rakesh Roshan	Rakesh Roshan	Rajesh Roshan	Indeevar	Sachin Bhowmick|Ravi Kapoor	Anwar Khan	none
359	Josh	710	300	161	Action	0	Venus Records & Tapes Pvt. Ltd.	Shahrukh Khan|Aishwarya Rai|Chandrachur Singh|Sharad S. Kapoor	Mansoor Khan	none	Anu Malik	Sameer|Nitin Raikwar	Mansoor Khan	Mansoor Khan|Neeraj Vora	none
360	Mann	2389	260	181	Romance	0	Maruti International	Aamir Khan|Manisha Koirala|Sharmila Tagore|Dipti Bhatnagar	Indra Kumar	Indra Kumar|Ashok Thakeria	Sanjeev-Darshan	Sameer	Aatish Kapadia	Aatish Kapadia	none
361	Refugee	719	325	199	Romance	0	J.P. Films	Abhishek Bachchan|Kareena Kapoor|Jackie Shroff|Suneil Shetty	J.P. Dutta	J.P. Dutta	Anu Malik	Javed Akhtar	J.P. Dutta	J.P. Dutta	O.P. Dutta
362	Ek Rishtaa - The Bond Of Love	666	350	174	Drama	0	Shree Krishna International	Amitabh Bachchan|Rakhee|Akshay Kumar|Karisma Kapoor	Suneel Darshan	Suneel Darshan	Nadeem-Shravan	Sameer	Suneel Darshan	Robin Bhatt|S.M. Ahale	none
363	Aatish	3108	210	163	Action	0	Sippy Films Pvt. Ltd.	Sanjay Dutt|Aditya Pancholi|Raveena Tandon|Karisma Kapoor	Sanjay Gupta	G.P. Sippy	Nadeem-Shravan	Sameer	Robin Bhatt|Sujit Sen	Kamlesh Pandey	none
364	Hindustan Ki Kasam	2390	335	153	Action	0	Ajay Devgn Films	Amitabh Bachchan|Ajay Devgn|Manisha Koirala|Sushmita Sen	Veeru Devgan	Veeru Devgan	Sukhwinder Singh	Anand Bakshi	Veeru Devgan	Tanveer Khan	Janak-Hriday
365	Baadshah	2384	280	171	Comedy	0	Venus Records & Tapes Pvt. Ltd.	Rakhee|Shahrukh Khan|Twinkle Khanna|Amrish Puri	Abbas-Mustan	Girish Jain|Bhawar Jain	Anu Malik	Sameer|Javed Akhtar	Neeraj Vora	none	none
366	Ajnabee	663	325	167	Thriller	0	Film Folks	Akshay Kumar|Bobby Deol|Kareena Kapoor|Bipasha Basu	Abbas-Mustan	Vijay Galani	Anu Malik	Sameer	Neeraj Vora	Neeraj Vora|Robin Bhatt	none
367	Har Dil Jo Pyar Karega	720	375	150	Romance	0	Nadiadwala Grandson Entertainment	Salman Khan|Rani Mukherjee|Preity Zinta|Kamini Kaushal	Raj Kanwar	Sajid Nadiadwala| 	Anu Malik	Sameer	Rumi Jaffery	Rumi Jaffery	Rumi Jaffery
368	China Gate	2500	200	163	Action	0	Santoshi Productions	Om Puri|Naseeruddin Shah|Danny Denzongpa|Amrish Puri	Rajkumar Santoshi	Rajkumar Santoshi	Anu Malik	Sameer	K.K. Raina|Rajkumar Santoshi|Anjum Rajabali	K.K. Raina|Rajkumar Santoshi	none
369	Dil Chahta Hai	664	210	185	Drama	0	Excel Entertainment	Aamir Khan|Saif Ali Khan|Akshaye Khanna|Preity Zinta	Farhan Akhtar	Ritesh Sidhwani	Shankar-Ehsaan-Loy	Javed Akhtar	Farhan Akhtar	Farhan Akhtar	Farhan Akhtar
370	Krishna	2773	230	159	Action	0	Time Magnetics Pvt. Ltd.	Suneil Shetty|Karisma Kapoor|Shakti Kapoor|Tinnu Anand	S. Deepak	Dhirajlal Shah	Anu Malik	Anand Raj Anand|Madan Pal|Anwar Sagar|Nida Fazli	none	none	none
371	Khakee	454	525	180	Action	0	DMS Films Pvt. Ltd.	Amitabh Bachchan|Akshay Kumar|Ajay Devgn|Aishwarya Rai	Rajkumar Santoshi	Keshu Ramsay	Ram Sampath	Sameer	Shridhar Raghavan|Rajkumar Santoshi	Shridhar Raghavan	none
372	Ajay	2726	225	167	Action	0	Shree Krishna International	Sunny Deol|Karisma Kapoor|Reena Roy|Suresh Oberoi	Suneel Darshan	Suneel Darshan	Anand-Milind	Sameer	Rajeev Kaul|Praful Parekh	Kamlesh Pandey	none
373	Dhadkan	715	250	161	Romance	0	Venus Records & Tapes Pvt. Ltd.	Akshay Kumar|Shilpa Shetty|Suneil Shetty|Mahima Chaudhary	Dharmesh Darshan	none	Nadeem-Shravan	Sameer	none	Raj Sinha|Naseem Mukri	Dharmesh Darshan|Naseem Mukri
374	Gold	3815	3050	153	Drama	0	Excel Entertainment	Akshay Kumar|Mouni Roy|Kunal Kapoor|Amit Sadh	Reema Kagti	Farhan Akhtar|Ritesh Sidhwani	Sachin-Jigar|Arko Pravo Mukherjee|Tanishk	Vayu	none	none	none
375	Aankhen	594	310	158	Thriller	0	V.R. Pictures	Amitabh Bachchan|Akshay Kumar|Sushmita Sen|Arjun Rampal	Vipul Amrutlal Shah	Gaurang Doshi	Aadesh Shrivastava|Jatin-Lalit	Prasoon Joshi|Nitin Raikwar|Praveen Bhardwaj	none	none	none
376	Khiladi 786	1199	2750	142	Comedy	0	Eros International|Hari Om Entertainment|HR Musik	Mithun Chakraborty|Akshay Kumar|Asin|Himesh Reshammiya	Ashish R. Mohan	Sunil Lulla|Himesh Reshammiya|Twinkle Khanna	Himesh Reshammiya	Shabbir Ahmed|Sameer	none	none	none
377	Humraaz	595	325	174	Thriller	0	Venus Records & Tapes Pvt. Ltd.	Bobby Deol|Akshaye Khanna|Ameesha Patel|Johny Lever	Abbas-Mustan	Ratan Jain|Ganesh Jain	Himesh Reshammiya	Sudhakar Sharma	Shyam Goel|Shiraz Ahmed	none	none
378	Arjun Pandit	2385	265	145	Action	0	Ratan International	none	none	none	none	none	none	none	none
379	Awara Paagal Deewana	597	325	164	Comedy	0	Base Industries Group	Akshay Kumar|Suneil Shetty|Aftab Shivdasani|Preeti Jhangiani	Vikram Bhatt	Firoz Nadiadwala	Anu Malik	Sameer	Mangesh Kulkarni|Anand Vardhan	Mangesh Kulkarni	none
380	Baby	2566	2450	159	Thriller	0	Cape Of Good Films Pvt. Ltd.|Crouching Tiger Motion Pictures|Friday Filmworks Pvt. Ltd.|T-Series	Akshay Kumar|Danny Denzongpa|Rana Daggubati|Taapsee Pannu	Neeraj Pandey	Bhushan Kumar|Shital Bhatia|Krishan Kumar	Meet Bros|M.M. Kreem	Manoj Muntashir	none	none	none
381	De Dana Dan	140	1550	164	Comedy	0	Eros International|Venus Records & Tapes Pvt. Ltd.	Akshay Kumar|Suneil Shetty|Katrina Kaif|Sameera Reddy	Priyadarshan	Girish Jain|Ganesh Jain	Pritam|RDB	Ashish Pandit|Sameer	none	none	none
382	R... Rajkumar	1925	2350	146	Action	0	Eros International|Next Gen Films	Shahid Kapoor|Sonakshi Sinha|Sonu Sood|Asrani	Prabhu Deva	Sunil Lulla|Viki Rajani	Pritam	Mayur Puri|Anupam Amod	Sunil Kumar Agrawal	none	none
383	Anjaam	3142	170	165	Drama	0	Shiv Bharat Films	Madhuri Dixit|Shahrukh Khan|Deepak Tijori|Tinnu Anand	Rahul Rawail	Rita Rawail|Maharukh Johri	Anand-Milind	Sameer	Sutanu Gupta	Rumi Jaffery	none
384	Kambakkht Ishq	141	1500	139	Romance	0	Eros International|Nadiadwala Grandson Entertainment	Akshay Kumar|Kareena Kapoor|Aftab Shivdasani|Amrita Arora	Sabbir Khan	Sajid Nadiadwala	Anu Malik|RDB	RDB|Anvita Dutt	Ishita Mohitra	none	none
385	Qayamat	513	425	155	Action	0	Baweja Movies Pvt. Ltd.	Ajay Devgn|Suneil Shetty|Sanjay Kapoor|Arbaaz Khan	Harry Baweja	Pammi Baweja	Nadeem-Shravan	Sameer	Harry Baweja	Suparn Verma|Harry Baweja	none
386	Hera Pheri	714	210	138	Comedy	0	Base Industries Group	Akshay Kumar|Suneil Shetty|Tabu|Paresh Rawal	Priyadarshan	A.G. Nadiadwala	Anu Malik|Lalit Sen|Bally Sagoo	Sameer	Anand Vardhan	none	none
387	Hum Tumhare Hain Sanam	596	300	172	Romance	0	BMB Productions	Salman Khan|Shahrukh Khan|Madhuri Dixit|Atul Agnihotri	K.S. Adhiyaman	K.C. Bokadia	Nikhil-Vinay|Bali Brahmbhatt|Sajid Wajid|Nadeem-Shravan|Bappi Lahiri	none	none	none	none
388	Manikarnika - The Queen Of Jhansi	5572	2900	148	Drama	0	Kairos Kontent|Zee Studios	Kangana Ranaut|Jishu Sengupta|Suresh Oberoi|Danny Denzongpa	Kangana Ranaut|Krish	Kamal Jain	Shankar-Ehsaan-Loy	Prasoon Joshi	V. Vijayendra Prasad	Prasoon Joshi	none
389	Dostana	320	1000	145	Romance	0	Dharma Productions Pvt. Ltd.	Abhishek Bachchan|John Abraham|Priyanka Chopra|Kirron Kher	Tarun Mansukhani	Karan Johar	Vishal-Shekhar	Anvita Dutt	Anvita Dutt|Tarun Mansukhani	Tarun Mansukhani	none
390	Zamane Se Kya Darna	3189	170	168	Romance	0	Raaj N Raaj Combines	Sanjay Dutt|Raveena Tandon|Shakti Kapoor|Gulshan Grover	Bobby Raaj	Bobby Raaj	Anand-Milind	Sameer	Rajeev Kaul|Praful Parekh	Shyam Goel	none
391	Hadh Kar Di Aapne	439	205	134	Comedy	0	R.R. Productions	Govinda|Rani Mukherjee|Nirmal Pandey|Ritu Shivpuri	Manoj Agrawal	Rajeev Anand|Rakesh Malhotra	Anand Raj Anand	Anand Bakshi	Satish Jain	Rajeev Kaul	none
392	Kurukshetra	749	260	134	Action	0	Time Magnetics Pvt. Ltd.	Sanjay Dutt|Mahima Chaudhary|Om Puri|Shivaji Satam	Mahesh Manjrekar	Pravin Shah	Himesh Reshammiya	Dev Kohli|Madan Pal|Sudhakar Sharma	Mahesh Manjrekar	none	none
393	Andolan	3016	240	159	Action	0	Nadiadwala Grandson Entertainment	Sanjay Dutt|Govinda|Mamta Kulkarni|Somy Ali	Aziz Sejawal	Sajid Nadiadwala	Nadeem-Shravan	Sameer	Anees Bazmee	Anees Bazmee	Anees Bazmee
394	Bichhoo	733	300	169	Thriller	0	Bhagwan Chitra Mandir	Bobby Deol|Rani Mukherjee|Farida Jalal|Ashish Vidyarthi	Guddu Dhanoa	Guddu Dhanoa	Anand Raj Anand	Sameer	Santosh Danoa	Dilip Shukla	Dilip Shukla
395	Company	600	295	155	Action	0	Ram Gopal Varma Productions|Vyjayanthi Movies	Ajay Devgn|Mohanlal|Manisha Koirala|Vivek Oberoi	Ram Gopal Verma	Ram Gopal Verma|C. Ashwini Dutt|Boney Kapoor	Sandeep Chowta	Nitin Raikwar|Jaideep Sahni	none	none	none
396	Dishoom	3343	3000	124	Action	0	Eros International|Nadiadwala Grandson Entertainment	John Abraham|Varun Dhawan|Jacqueline Fernandez|Akshaye Khanna	Rohit Dhawan	Sajid Nadiadwala	Pritam	Mayur Puri|Kumaar	Tushar Hiranandani|Rohit Dhawan	none	none
397	Dus	394	525	148	Action	0	Karma Entertainment	Sanjay Dutt|Suneil Shetty|Abhishek Bachchan|Zayed Khan	Anubhav Sinha	Nitin Manmohan|Sohail Maklai	Vishal-Shekhar	Panchhi Jalonvi|Mehboob	Yash-Vinay	none	none
398	Naajayaz	3010	195	157	Action	0	Vishesh Films Pvt. Ltd.	Naseeruddin Shah|Ajay Devgn|Juhi Chawla|Deepak Tijori	Mahesh Bhatt	Mukesh Bhatt	Anu Malik	Indeevar|Maya Govind|Surdarshan Faakir|Rahat Indori	none	none	none
399	Tejasvini	3149	130	170	Action	0	Chandra Surya Movies Pvt. Ltd.	Vijayashanti|Deepak Malhotra|Amrish Puri|Kulbhushan Kharbanda	N. Chandra	A.M. Rathnam	Laxmikant-Pyarelal	Mumtaz Rashid|Rajesh Malik	N. Chandra|Venkateswara Rao Paruchuri	none	none
400	All The Best - Fun Begins	144	1300	144	Comedy	0	Ajay Devgn Films|Kinesis Films	Sanjay Dutt|Ajay Devgn|Fardeen Khan|Bipasha Basu	Rohit Shetty	Ajay Devgn	Pritam	Kumaar	none	Robin Bhatt|Yunus Sajawal	Farhad-Sajid
401	Drishyam	2904	2250	163	Thriller	0	Panorama Studios|Viacom 18 Motion Pictures	Ajay Devgn|Tabu|Shriya Saran|Rajat Kapoor	Nishikant Kamat	Abhishek Pathak|Kumar Mangat	Vishal Bhardwaj	Gulzar	Upendra Sidhaye	Upendra Sidhaye	none
402	Army	2789	190	154	Action	0	MAD Entertainment|Neha Arts	Sridevi|Shahrukh Khan|Danny Denzongpa|Kiran Kumar	Raam Shetty	Nitin Manmohan|Sunil Manchanda|Mukul Anand	Anand-Milind	Sameer	Sanjeev Duggal	none	none
403	Gharwali Baharwali	2559	165	135	Comedy	0	Tutu Films Pvt. Ltd.	Anil Kapoor|Raveena Tandon|Rambha|Satish Kaushik	David Dhawan	Tutu Sharma	Anu Malik	Dev Kohli|Sameer	Rumi Jaffery	Rumi Jaffery	none
404	Shootout At Wadala	464	2200	151	Action	0	ALT Entertainment|Balaji Motion Pictures|White Feather Films	Anil Kapoor|John Abraham|Manoj Bajpai|Kangana Ranaut	Sanjay Gupta	Sanjay Gupta|Anuradha Gupta|Ekta Kapoor|Shobha Kapoor	Anand Raj Anand|Anu Malik	none	none	none	none
405	Kaminey	145	1250	130	Drama	0	UTV Motion Pictures	Shahid Kapoor|Priyanka Chopra|Deb Mukherjee|Chandan Roy Sanyal	Vishal Bhardwaj	Ronnie Screwvala	Vishal Bhardwaj	Gulzar	Sabrina Dhawan|Abhishek Chaubey|Vishal Bhardwaj	none	none
406	Dulaara	3181	135	163	Drama	0	Shivam Chitra	Govinda|Karisma Kapoor|Gulshan Grover|Ranjeet	Vimal Kumar	Vimal Kumar	Nikhil-Vinay	Rani Malik|Yogesh	Satish Jain	Satish Jain	none
407	Hum Dono	2945	160	160	Drama	0	R.M. Films	Rishi Kapoor|Nana Patekar|Pooja Bhatt|Mohnish Bahl	Shafi Inamdar	Tinu Pandey|Ravi Malhotra	Anand-Milind	Sameer	Javed Siddique|Robin Bhatt	none	none
408	Kedarnath	5558	1800	120	Romance	0	Guy In The Sky Pictures|RSVP	Sushant Singh Rajput|Sara Ali Khan|Nitish Bharadwaj|Alka Amin	Abhishek Kapoor	Ronnie Screwvala|Pragya Kapoor	Amit Trivedi	Amitabh Bhattacharya	Kanika Dhillon	Kanika Dhillon	none
409	Double Dhamaal	37	1800	140	Comedy	0	Maruti International|Reliance Entertainment	Sanjay Dutt|Mallika Sherawat|Kangana Ranaut|Riteish Deshmukh	Indra Kumar	Indra Kumar|Ashok Thakeria	Anand Raj Anand	Mayur Puri|Anand Raj Anand	Tushar Hiranandani	none	none
410	Waqt - The Race Against Time	397	400	153	Drama	0	Blockbuster Movie Entertainers	Amitabh Bachchan|Akshay Kumar|Priyanka Chopra|Shefali Shah	Vipul Amrutlal Shah	Vipul Amrutlal Shah	Anu Malik	Sameer|Aatish Kapadia	Aatish Kapadia	Aatish Kapadia	none
411	Aa Gale Lag Jaa	3135	110	158	Thriller	0	Aftab Pictures Pvt. Ltd.	Jugal Hansraj|Urmila Matondkar|Paresh Rawal|Gulshan Grover	Hamid Ali	Salim Aftab	Anu Malik	Zamir Qazmi|Anwar Sagar|Rani Malik|Nawab Arzoo	none	none	none
412	Secret Superstar	3629	1750	150	Drama	0	Aamir Khan Productions|Zee Studios	Zaira Wasim|Aamir Khan|Meher Vij|Raj Arjun	Advait Chandan	Aamir Khan|Kiran Rao|Akash Chawla	Amit Trivedi	Kausar Munir	Advait Chandan	none	none
413	Udta Punjab	3300	2200	143	Thriller	0	Balaji Motion Pictures|Phantom Films	Shahid Kapoor|Kareena Kapoor|Alia Bhatt|Diljit Dosanjh	Abhishek Chaubey	Shobha Kapoor|Sameer Nair|Aman Gill|Ekta Kapoor|Vikramaditya Motwane|Vikas Bahl	none	none	none	none	none
414	Apne	227	625	180	Drama	0	Glamour Entertainment Pvt. Ltd.	Dharmendra|Sunny Deol|Bobby Deol|Shilpa Shetty	Anil Sharma	Sangeetha Ahir|Rahul Sughand	Himesh Reshammiya	Sameer	Neeraj Pathak	Neeraj Pathak	none
415	Kaal	398	450	126	Thriller	0	Dharma Productions Pvt. Ltd.|Red Chillies Entertainment	Ajay Devgn|Vivek Oberoi|John Abraham|Esha Deol	Soham Shah	Shahrukh Khan|Karan Johar	Salim-Sulaiman|Anand Raj Anand	Kailash Kher|Anand Raj Anand	none	none	none
416	Black	399	235	122	Drama	0	Applause Entertainment|Sanjay Leela Bhansali Films	Amitabh Bachchan|Rani Mukherjee|Shernaz Patel|Ayesha Kapoor	Sanjay Leela Bhansali	Sanjay Leela Bhansali|Anshuman Swami	Monty Sharma	none	none	Sanjay Leela Bhansali|Bhavani Iyer|Prakash Kapadia	none
417	Khoobsurat	2340	185	151	Comedy	0	Friends India	Sanjay Dutt|Urmila Matondkar|Om Puri|Farida Jalal	Sanjay Chhel	Rahul Sughand	Jatin-Lalit	Sanjay Chhel|Gulzar|Sukhwinder Singh	Sanjay Chhel	none	none
418	Qahar	2624	200	159	Action	0	Shankar Movies	Sunny Deol|Suneil Shetty|Armaan Kohli|Sonali Bendre	Raj Kumar Kohli	Raj Kumar Kohli	Anand-Milind	Anand Bakshi	Lalit Mahajan	Lalit Mahajan	Lalit Mahajan
419	Anjaana Anjaani	80	1250	152	Romance	0	Eros International|Nadiadwala Grandson Entertainment	Ranbir Kapoor|Priyanka Chopra|Tanvi Azmi|Sucheta Khanna	Siddharth Anand	Sajid Nadiadwala	Vishal-Shekhar	Shekhar Ravjiani|Irshad Kamil|Kausar Munir|Caralisa Monteiro	none	none	none
420	Muqadar	2777	150	148	Action	0	Aabha Films	Mithun Chakraborty|Ayesha Jhulka|Rohit Kumar|Moushumi Chatterjee	T.L.V. Prasad	Rajiv Babbar	Anand-Milind	Sameer	Sanjay Kumar	Anwar Khan	Sanjay Kumar
421	Jungle	744	215	148	Thriller	0	Ram Gopal Varma Productions	Suneil Shetty|Fardeen Khan|Urmila Matondkar|Makarand Deshpande	Ram Gopal Verma	Ram Gopal Verma	Sandeep Chowta	Sameer	Jaideep Sahni	Jaideep Sahni	Jaideep Sahni
422	Policewala Gunda	2976	165	152	Action	0	Shantketan Films	Dharmendra|Reena Roy|Mukesh Khanna|Sudesh Berry	Pappu Verma	Sanjay Sharma	Bappi Lahiri| Lyrics|Rani Malik|Maya Govind|Indeevar	none	Shaktimaan	none	none
423	Aitraaz	443	375	161	Thriller	0	Mukta Arts	Akshay Kumar|Kareena Kapoor|Priyanka Chopra|Amrish Puri	Abbas-Mustan	Subhash Ghai	Himesh Reshammiya	Sameer	Shiraz Ahmed|Shyam Goel	Shiraz Ahmed	none
424	Madras Cafe	1424	1050	130	Thriller	0	JA Entertainment Pvt. Ltd.|Rising Suns Films Pvt. Ltd.|Viacom 18 Motion Pictures	John Abraham|Nargis Fakhri|Siddhartha Basu|Prakash Belawadi	Shoojit Sircar	John Abraham|Ronnie Lahiri	Shantanu Moitra	none	Shubhendu Bhattacharya|Somnath Dey	Shubhendu Bhattacharya	none
425	Badmaash Company	91	1100	145	Drama	0	Yash Raj Films	Shahid Kapoor|Anushka Sharma|Meiyang Chang|Vir Das	Parmeet Sethi	Aditya Chopra	Pritam	Anvita Dutt	Parmeet Sethi	Parmeet Sethi	Parmeet Sethi
426	Gangaajal	523	290	157	Drama	0	Entertainment One|Prakash Jha Productions	Ajay Devgn|Gracy Singh|Mohan Agashe|Mohan Joshi	Prakash Jha	Prakash Jha	Sandesh Shandilya|Wayne Sharpe	Sandesh Shandilya	Prakash Jha	Prakash Jha	none
427	Haider	2318	1250	162	Drama	0	UTV Motion Pictures|Vishal Bhardwaj Pictures	Tabu|Shahid Kapoor|Shraddha Kapoor|Kay Kay Menon	Vishal Bhardwaj	Vishal Bhardwaj|Siddharth Roy Kapur	Vishal Bhardwaj	Gulzar|Faiz Ahmed Faiz	Vishal Bhardwaj	none	none
428	Bhoothnath	219	625	137	Drama	0	B.R. Films	Amitabh Bachchan|Juhi Chawla|Aman Siddiqui|Priyanshu Chatterjee	Vivek Sharma	Ravi Chopra	Salim-Sulaiman|Vishal-Shekhar	Javed Akhtar	Vivek Sharma	Sudhanshu Dube	none
429	Ek Main Aur Ekk Tu	7	1250	110	Romance	0	Dharma Productions Pvt. Ltd.|UTV Motion Pictures	Kareena Kapoor|Imran Khan|Boman Irani|Ratna Pathak	Shakun Batra	Karan Johar|Hiroo Johar	Amit Trivedi	Amitabh Bhattacharya	Shakun Batra|Ayesha DeVitre	none	none
430	Zaalim	3052	140	150	Action	0	Mateshwari Films	Akshay Kumar|Madhoo|Vishnu Vardhan|Sabeeha	Sikander Bharti	K.C. Khanna|Lokesh Bali	Anu Malik	Hasrat Jaipuri|Israr Ansari|Madan Pal	none	none	none
431	Atithi Tum Kab Jaoge?	94	1050	120	Comedy	0	Warner Bros Pictures|Wide Frame Pictures	Ajay Devgn|Konkona Sen Sharma|Paresh Rawal|Satish Kaushik	Ashwini Dhir	Amita Pathak	Pritam	Amit Mishra	Ashwini Dhir	Robin Bhatt|Tushar Hiranandani	none
432	Kya Yehi Pyaar Hai	628	190	144	Romance	0	Tips Industries Pvt. Ltd.	Jackie Shroff|Aftab Shivdasani|Ameesha Patel|Anupama Varma	K. Murali Mohana Rao	Ramesh S. Taurani|Mukesh Udeshi|Kumar S. Taurani|Allu Arvind	Sajid Wajid	Jalees Sherwani	none	none	none
433	Fashion	322	750	167	Drama	0	Bhandarkar Entertainment|UTV Motion Pictures	Priyanka Chopra|Kangana Ranaut|Mugdha Godse|Arbaaz Khan	Madhur Bhandarkar	Deven Khote|Ronnie Screwvala|Zarine Mehta|Madhur Bhandarkar	Salim-Sulaiman	Irfan Siddique	none	none	none
434	Krazzy 4	324	800	113	Comedy	0	Filmkraft Pvt. Ltd.	Juhi Chawla|Irrfan Khan|Arshad Warsi|Rajpal Yadav	Jaideep Sen	Sunaina Roshan|Rakesh Roshan	Rajesh Roshan	Asif Ali Beg|Javed Akhtar	Ashwini Dhir	none	none
435	Sachin - A Billion Dreams	3532	1950	138	Other	0	200 Not Out Productions|Carnival Motion Pictures	Sachin Tendulkar	James Erskine	Ravi Bhagchandka|Shrikant Bhasi	A.R. Rahman	Irshad Kamil	James Erskine|Siva Ananth	none	none
436	Chhupa Rustam	696	120	129	Thriller	0	Seven Arts Pictures	Sanjay Kapoor|Manisha Koirala|Mamta Kulkarni|Raj Babbar	Aziz Sejawal	Madan Mohla	Anand-Milind	Anand Bakshi	Rajeev Kaul|Praful Parekh	Rajeev Kaul	none
437	Mafia	2798	125	140	Action	0	Prathima Films	Dharmendra|Aditya Pancholi|Jay Mehta|Somy Ali	Aziz Sejawal	Vijay Mehta	Anand-Milind	Sameer	Yunus Sajawal	Jalees Sherwani	none
438	Yeh Dil Aashiqanaa	617	160	148	Romance	0	A.K. International	Karan Nath|Jividha Sharma|Aruna Irani|Aditya Pancholi	Kuku Kohli	Aruna Irani	Nadeem-Shravan	Sameer	Kuku Kohli	Kuku Kohli	Tanveer Khan
439	Hasee Toh Phasee	2127	1300	141	Romance	0	Dharma Productions Pvt. Ltd.|Phantom Films	Sidharth Malhotra|Parineeti Chopra|Adah Sharma|Manoj Joshi	Vinil Mathew	Karan Johar|Vikramaditya Motwane|Vikas Bahl|Anurag Kashyap	Vishal-Shekhar	Kumaar	none	none	none
440	Rock On!!	312	400	145	Drama	0	Big Pictures|Excel Entertainment	Arjun Rampal|Farhan Akhtar|Luke Kenny|Purab Kohli	Abhishek Kapoor	Farhan Akhtar|Ritesh Sidhwani	Shankar-Ehsaan-Loy	Javed Akhtar	Abhishek Kapoor	Pubali Chaudhuri	Abhishek Kapoor
441	Raja Ki Aayegi Baaraat	2743	90	157	Drama	0	Aftab Pictures Pvt. Ltd.	Shaadab Khan|Rani Mukherjee|Mohnish Bahl|Shashi Sharma	Ashok Gaikwad	Salim Aftab	Aadesh Shrivastava	Dev Kohli|Madan Pal|Shyam Raj	Santosh Saroj	none	none
442	Judge Mujrim	2648	130	137	Action	0	Shiv Shakti Productions	Jeetendra|Suneil Shetty|Sujata Mehta|Ashwini Bhave	Jagdish Sharma	Jayant B. Shah	Bappa Lahiri	Anwar Sagar	S. Khan	Naeem-Ejaz	S. Khan
443	Ladies vs Ricky Bahl	55	1150	129	Drama	0	Yash Raj Films	Ranveer Singh|Anushka Sharma|Parineeti Chopra|Dipannita Sharma	Maneesh Sharma	Aditya Chopra	Salim-Sulaiman	Amitabh Bhattacharya	Aditya Chopra	Habib Faisal|Devika Bhagat	none
444	Kasoor	688	100	150	Thriller	0	Vishesh Films Pvt. Ltd.	Apoorva Agnihotri|Aftab Shivdasani|Lisa Ray|Irrfan Khan	Vikram Bhatt	Mukesh Bhatt	Nadeem-Shravan	Sameer	Mahesh Bhatt	Mahesh Bhatt	Girish Dhamija
445	Dhol	240	650	166	Comedy	0	Percept Picture Company	Sharman Joshi|Tusshar Kapoor|Kunal Khemu|Tanushree Datta	Priyadarshan	Shailendra Singh	Pritam	Mayur Puri|Amitabh Verma|Irshad Kamil	none	Manisha Korde	none
446	Aap Kaa Surroor	226	550	129	Drama	0	Vijay Taneja	Himesh Reshammiya|Hansika Motwani|Mallika Sherawat|Darshan Jariwala	none	Vijay Taneja	Himesh Reshammiya	Sameer	Vibha Singh|Prashant Chadha	Vibha Singh|Prashant Chadha	none
447	Maachis	2742	25	164	Drama	0	Pan Pictures	Om Puri|Tabu|Chandrachur Singh|Kanwaljeet	Gulzar	R.V. Pandit	Vishal Bhardwaj	Gulzar	Gulzar	Gulzar	Gulzar
448	Chup Chup Ke	285	350	164	Comedy	0	UTV Motion Pictures	Shahid Kapoor|Kareena Kapoor|Paresh Rawal|Neha Dhupia	Priyadarshan	Ronnie Screwvala	Himesh Reshammiya	Sameer	Priyadarshan	Priyadarshan	Neeraj Vora
449	16-Dec	620	175	148	Action	0	IDream Production	Danny Denzongpa|Gulshan Grover|Milind Soman|Sushant Singh	Mani Shankar	Arunima Roy	Karthik Raja	P.K. Mishra	Mani Shankar	Mani Shankar	Mani Shankar
450	F.A.L.T.U	49	1200	120	Comedy	0	Puja Entertainment Ltd.	Riteish Deshmukh|Arshad Warsi|Jacky Bhagnani|Puja Gupta	Remo D'Souza	Vashu Bhagnani	Sachin-Jigar	Sameer	Sachin Bajaj	Tushar Hiranandani|Mayur Puri	none
451	Bareilly Ki Barfi	3580	1000	122	Romance	0	BR Studios|Junglee Pictures	Ayushman Khurana|Kriti Sanon|Rajkummar Rao|Pankaj Tripathi	Ashwiny Iyer Tiwari	Vineet Jain|Renu Ravi Chopra	Samira Koppikar|Vayu|Tanishk|Arko Pravo Mukherjee	none	none	none	none
